Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.114,0.000,240.54,0.6,0,0,0
0.154,0.000,240.20,0.6,0,0,1
0.476,0.230,245.13,2.2,0,0,0
0.528,0.130,238.31,2.6,0,1,0
0.444,0.244,246.50,2.0,0,1,1
0.346,0.000,242.07,1.4,0,0,1
0.250,0.000,240.63,1.0,0,0,1
3.054,0.290,236.63,12.8,38,0,1
0.204,0.000,241.86,0.8,0,0,0
2.930,0.202,238.26,12.2,0,0,18
0.868,0.000,241.92,3.8,0,0,0
0.242,0.128,244.58,1.0,0,0,1
0.410,0.126,241.57,2.0,0,0,1
1.338,0.096,236.75,5.6,0,1,17
0.204,0.000,244.87,1.2,0,0,1
0.252,0.000,242.92,1.0,0,0,1
0.396,0.048,248.29,1.8,0,0,0
0.402,0.198,247.70,1.8,0,0,0
1.376,0.000,241.21,5.6,0,0,19
1.368,0.086,239.77,5.6,0,0,19
2.052,0.000,243.00,8.6,0,0,19
0.890,0.122,237.37,3.8,0,0,0
0.686,0.000,241.24,3.0,0,0,1
0.248,0.090,241.77,1.2,0,0,1
3.668,0.226,227.36,16.0,41,0,0
4.038,0.088,236.80,17.0,0,0,18
0.216,0.072,238.19,1.0,0,0,0
5.926,0.206,233.92,25.2,0,70,17
2.118,0.450,236.01,9.0,0,1,29
3.208,0.184,236.69,13.6,0,1,18
3.408,0.314,243.13,14.0,0,2,1
2.092,0.068,230.84,9.0,0,0,16
2.412,0.074,239.72,10.0,1,0,19
1.402,0.066,246.05,5.6,0,0,19
0.280,0.202,239.25,1.4,0,1,0
2.022,0.194,232.32,8.6,0,0,17
3.284,0.416,239.67,14.0,1,30,17
4.360,0.516,238.39,18.4,39,0,17
0.206,0.000,242.11,1.0,0,0,0
0.252,0.142,243.61,1.2,0,0,1
2.000,0.000,242.24,8.2,0,0,19
2.208,0.064,236.03,9.2,0,0,17
0.588,0.098,243.63,2.4,0,1,0
1.396,0.166,241.50,5.8,0,2,1
0.722,0.084,242.97,3.0,0,0,1
0.734,0.302,243.10,3.2,0,1,1
0.128,0.000,236.26,0.6,0,1,0
0.398,0.080,237.58,2.0,0,0,0
0.442,0.252,243.06,2.0,0,1,0
5.148,0.442,236.52,21.8,37,1,29
0.272,0.000,244.46,1.2,0,0,0
0.320,0.216,241.96,1.6,0,0,0
2.712,0.000,238.58,11.4,0,0,0
0.368,0.000,242.49,1.4,0,0,0
0.314,0.158,243.83,1.4,0,0,0
0.504,0.346,242.10,2.4,0,2,1
1.558,0.102,240.59,6.6,1,1,18
0.676,0.346,238.44,3.4,0,1,1
0.554,0.000,240.35,2.4,0,0,1
0.304,0.240,243.91,1.6,0,2,1
0.618,0.000,241.42,2.6,0,0,0
3.660,0.204,238.76,15.2,38,2,18
0.422,0.208,239.32,1.8,0,0,1
0.892,0.102,243.24,3.6,0,1,1
4.050,0.358,234.57,18.0,15,0,0
0.330,0.098,241.64,1.4,0,0,0
0.354,0.308,239.32,2.0,0,1,0
1.502,0.076,242.85,6.2,1,1,18
0.220,0.048,241.08,1.0,0,0,0
0.276,0.210,240.46,1.4,0,1,1
0.248,0.000,243.75,1.0,0,0,0
0.344,0.100,244.07,1.4,0,0,1
0.382,0.232,242.52,1.8,0,1,1
0.406,0.220,249.49,1.8,0,0,0
0.330,0.118,245.41,1.4,0,0,0
1.398,0.072,239.66,5.8,0,0,18
0.424,0.088,244.14,1.8,0,1,0
1.716,0.000,241.38,7.0,0,2,17
0.704,0.000,243.66,2.8,0,0,0
1.472,0.114,248.27,5.8,0,2,20
0.336,0.074,244.60,1.4,0,0,1
3.186,0.256,236.56,13.4,0,0,30
1.276,0.064,233.45,5.4,0,0,16
1.852,0.176,242.78,7.6,0,1,0
0.376,0.000,241.70,2.0,0,0,3
0.226,0.138,233.91,1.2,0,0,0
0.232,0.000,244.13,1.0,0,0,0
1.474,0.212,241.98,6.0,0,1,19
0.298,0.234,243.18,1.4,0,1,1
0.502,0.182,245.43,2.2,0,0,0
0.216,0.000,240.30,0.8,0,0,0
0.390,0.198,242.74,1.8,0,1,0
3.054,0.070,242.03,12.6,0,40,0
0.754,0.362,243.87,3.4,0,1,1
0.546,0.190,246.30,2.4,0,0,0
4.798,0.366,240.78,20.0,40,2,18
4.136,0.066,239.73,17.2,38,1,17
0.286,0.084,246.36,1.2,0,1,0
1.416,0.124,244.36,5.8,0,1,19
1.498,0.050,235.09,6.4,0,0,18
3.000,0.378,239.17,12.6,1,21,18
1.286,0.086,238.67,5.4,0,2,18
2.282,0.514,240.19,9.8,0,1,0
2.072,0.596,240.09,9.0,1,2,18
0.344,0.000,245.07,1.6,0,0,0
0.282,0.220,240.20,1.4,0,1,1
0.774,0.200,240.70,3.2,0,0,0
3.190,0.280,239.75,13.2,2,1,17
0.956,0.082,240.50,4.0,0,1,0
0.444,0.328,239.29,2.2,0,1,0
0.328,0.366,238.55,2.0,0,2,0
1.444,0.000,242.52,6.0,0,0,19
0.180,0.000,236.93,0.8,2,0,0
3.142,0.048,236.62,13.6,32,0,17
1.680,0.000,240.65,7.0,0,0,0
2.124,0.054,239.42,8.8,0,0,1
0.392,0.206,244.12,1.8,0,0,0
0.266,0.104,244.90,1.2,0,1,1
1.560,0.000,241.14,6.4,0,0,18
0.312,0.000,243.65,1.4,0,0,0
0.206,0.052,240.05,0.8,0,0,0
1.864,0.096,239.04,7.8,0,1,21
2.524,0.100,237.54,10.6,0,0,17
0.260,0.122,241.78,1.2,0,0,1
0.514,0.210,244.41,2.4,0,0,0
0.152,0.000,241.07,0.6,0,0,0
0.978,0.050,240.62,4.2,0,0,0
1.978,0.234,239.27,8.4,0,0,18
0.260,0.052,243.88,1.2,0,0,0
1.228,0.076,241.43,5.0,0,0,0
0.082,0.000,243.61,0.2,0,0,0
0.244,0.000,241.28,1.0,0,0,1
6.702,0.282,231.99,28.8,0,69,17
0.218,0.000,241.05,0.8,0,0,1
1.662,0.208,236.12,7.0,0,2,17
2.916,0.464,236.01,12.6,0,27,0
2.980,0.182,241.00,12.4,39,0,0
0.872,0.182,243.94,3.6,0,0,0
0.258,0.138,239.01,1.2,0,0,1
1.730,0.154,243.35,7.0,0,0,19
1.428,0.250,241.54,6.2,0,0,0
0.222,0.000,242.41,0.8,0,0,1
0.298,0.098,241.39,1.4,0,0,0
0.234,0.000,243.83,1.0,0,0,0
0.218,0.000,245.84,0.8,0,0,0
0.370,0.130,248.00,1.6,0,0,0
0.208,0.104,241.28,1.0,0,0,1
1.352,0.000,239.87,5.6,0,0,0
1.636,0.244,244.85,6.8,0,0,18
2.798,0.250,240.27,11.6,0,0,19
1.372,0.074,238.95,5.6,0,0,18
0.314,0.118,244.76,1.4,0,0,0
1.502,0.180,242.09,6.2,0,0,18
2.084,0.106,239.28,8.6,0,0,18
0.560,0.164,240.04,2.4,0,0,1
0.668,0.062,238.61,2.8,0,0,1
0.126,0.000,238.31,0.6,0,0,0
0.232,0.110,237.92,1.0,0,0,0
0.330,0.114,239.37,1.4,0,0,1
1.528,0.084,245.17,6.2,0,0,18
0.462,0.000,240.79,2.2,0,0,0
2.274,0.084,241.42,9.4,0,1,19
0.578,0.000,241.71,2.4,0,0,0
0.238,0.110,243.65,1.0,0,0,1
0.504,0.126,245.16,2.0,0,0,1
0.222,0.060,242.87,1.0,0,0,0
1.542,0.240,241.29,8.0,16,1,0
0.154,0.126,241.91,0.8,0,0,1
0.354,0.106,245.80,1.4,0,0,1
0.312,0.082,242.60,1.4,0,0,0
0.252,0.070,243.44,1.0,0,0,1
0.442,0.150,237.31,2.4,0,0,4
3.042,0.272,235.44,12.8,0,0,17
0.420,0.202,243.90,1.8,0,1,1
0.674,0.304,243.29,3.0,0,0,1
3.268,0.000,244.03,13.4,0,4,18
0.396,0.192,241.10,1.8,0,0,0
4.182,0.130,238.57,17.4,0,37,19
1.510,0.206,242.23,6.2,0,0,19
0.326,0.068,240.33,1.4,0,0,1
2.996,0.000,241.21,12.4,0,0,18
1.660,0.080,241.36,6.8,0,0,18
1.454,0.062,242.32,6.0,0,1,18
1.386,0.090,239.22,5.8,0,0,18
0.832,0.230,242.29,3.6,0,1,1
0.122,0.000,234.74,0.6,0,0,0
1.320,0.094,239.79,5.4,0,2,18
0.286,0.104,240.40,1.2,0,1,0
0.186,0.000,244.55,0.8,0,0,1
1.354,0.214,242.79,5.6,0,1,18
2.044,0.000,238.73,8.6,0,0,18
2.424,0.524,239.26,10.4,1,0,18
0.340,0.126,245.39,1.4,0,0,0
1.588,0.168,241.26,6.6,0,0,17
1.304,0.078,234.53,5.4,0,0,16
0.624,0.000,240.55,2.8,0,0,0
0.456,0.224,242.45,2.0,0,2,0
1.084,0.000,240.75,4.4,0,0,1
0.142,0.000,242.46,0.6,0,0,1
0.294,0.100,241.72,1.2,0,0,0
0.830,0.052,242.17,3.4,0,0,1
2.560,0.154,235.40,10.8,0,6,17
0.160,0.000,243.78,0.6,0,0,1
1.436,0.062,242.25,5.8,0,0,19
0.310,0.084,246.40,1.2,0,0,1
1.764,0.200,236.23,7.4,0,1,18
1.126,0.056,243.70,4.6,0,0,1
0.230,0.000,237.40,1.0,0,0,1
0.330,0.082,240.70,1.4,0,1,0
1.570,0.234,243.12,6.6,0,0,18
0.414,0.238,245.93,1.8,0,0,0
0.270,0.086,241.50,1.2,0,2,1
0.302,0.060,241.36,1.2,0,2,1
1.328,0.060,240.78,5.4,0,0,19
0.332,0.060,244.35,1.4,0,1,0
2.164,0.152,239.55,9.0,0,0,18
0.438,0.236,245.93,2.0,0,0,1
0.600,0.212,243.32,2.6,0,0,0
0.338,0.230,235.63,1.6,0,2,0
2.774,0.000,235.69,11.8,0,0,18
1.438,0.186,236.38,6.0,0,0,17
3.586,0.506,238.49,15.6,10,0,23
1.438,0.052,241.50,5.8,0,0,19
0.254,0.000,240.60,1.0,0,0,1
0.280,0.222,236.92,1.4,0,0,0
0.312,0.098,239.40,1.4,0,0,0
0.210,0.000,244.18,0.8,0,0,0
2.006,0.234,238.08,8.4,1,0,18
0.382,0.346,239.46,2.0,0,1,0
0.832,0.210,241.56,3.6,0,0,12
2.684,0.000,243.21,11.0,39,0,1
1.266,0.084,238.88,5.2,0,0,18
0.252,0.000,243.84,1.0,0,0,1
1.546,0.056,241.63,6.4,0,0,18
1.410,0.252,243.77,5.8,0,1,0
1.792,0.194,237.26,7.6,0,1,18
1.688,0.198,240.33,7.0,0,0,18
0.346,0.094,239.94,1.4,0,0,0
1.418,0.090,241.85,5.8,0,1,19
0.340,0.098,244.79,1.4,0,0,0
0.156,0.120,239.22,0.8,0,0,1
0.326,0.132,246.04,1.4,0,0,0
1.008,0.074,241.14,4.2,0,0,0
0.418,0.266,242.90,2.0,0,0,0
0.308,0.000,239.11,1.2,0,0,1
0.232,0.050,244.58,1.0,0,0,0
0.420,0.244,244.28,2.0,0,0,0
1.306,0.000,236.88,5.4,2,0,17
2.876,0.136,237.57,12.0,0,0,17
0.974,0.138,242.12,4.0,0,0,1
0.286,0.056,237.04,1.2,0,0,0
0.622,0.134,240.75,2.6,0,0,1
0.364,0.118,240.80,1.6,1,0,0
0.214,0.048,243.56,0.8,0,0,0
0.266,0.144,242.04,1.2,0,0,1
1.612,0.000,239.72,6.6,0,0,18
0.294,0.000,240.22,1.2,0,0,0
1.564,0.152,242.31,6.4,0,3,1
0.396,0.204,243.98,1.8,0,2,1
0.414,0.098,243.43,1.6,0,2,1
0.474,0.216,244.22,2.2,0,0,1
1.330,0.000,242.54,5.4,0,0,19
0.278,0.000,246.39,1.2,0,0,0
0.344,0.140,243.18,1.4,0,0,0
1.604,0.000,243.17,6.6,0,0,18
0.410,0.074,240.97,1.8,0,0,1
1.366,0.000,244.70,5.6,0,1,19
0.228,0.000,241.28,1.0,0,0,0
2.078,0.228,239.45,8.8,0,0,18
1.286,0.106,241.10,5.2,0,1,18
0.674,0.396,243.47,3.2,0,1,0
1.414,0.194,242.01,5.8,0,1,19
1.368,0.100,243.56,5.6,0,0,18
1.542,0.206,242.83,6.4,0,0,18
1.680,0.352,240.32,7.0,0,2,18
0.284,0.058,246.37,1.2,0,0,0
1.418,0.356,239.32,6.0,0,2,1
1.374,0.076,241.50,5.6,0,2,18
0.156,0.000,240.81,0.6,0,0,0
0.240,0.130,241.30,1.0,0,0,1
1.514,0.324,242.26,6.4,0,2,19
0.368,0.154,247.37,1.8,0,0,0
2.076,0.268,241.49,8.6,0,0,18
1.394,0.000,238.29,5.8,0,0,17
1.422,0.142,239.09,6.0,0,0,17
0.348,0.128,246.25,1.4,0,0,0
0.254,0.058,242.40,1.0,0,2,1
1.706,0.266,242.41,7.0,0,0,19
2.230,0.200,240.45,9.2,1,0,17
0.226,0.000,246.57,0.8,0,0,0
4.966,0.354,235.01,21.0,37,2,17
2.544,0.286,238.90,11.4,12,1,1
1.456,0.220,242.11,6.0,0,2,19
1.562,0.254,239.27,6.6,0,0,18
1.326,0.086,237.13,5.6,0,0,18
0.236,0.124,241.78,1.0,0,0,0
0.234,0.120,241.65,1.0,0,0,1
0.910,0.000,237.11,3.8,0,0,1
0.194,0.000,240.65,0.8,0,0,0
0.194,0.120,236.37,1.0,0,0,0
0.240,0.126,243.07,1.0,0,0,1
2.090,0.304,236.38,9.2,0,0,0
1.486,0.180,247.06,6.0,0,2,19
0.446,0.414,240.59,2.4,0,0,1
0.390,0.234,243.29,1.8,0,1,0
0.288,0.120,240.83,1.2,0,0,1
0.592,0.048,238.97,2.4,0,0,0
0.218,0.000,241.38,0.8,0,0,0
1.414,0.064,238.30,5.8,1,0,17
0.324,0.128,245.06,1.4,0,0,0
1.336,0.086,237.67,5.6,0,0,17
0.344,0.222,242.75,1.6,0,1,1
0.270,0.000,241.45,1.2,0,0,1
0.860,0.226,238.39,5.0,0,2,0
0.454,0.314,243.25,2.2,0,2,0
0.686,0.210,242.80,3.0,0,0,1
0.376,0.068,240.89,1.8,0,2,0
2.250,0.196,232.40,9.8,0,2,17
1.272,0.096,233.50,5.4,0,0,17
1.488,0.270,241.27,6.2,0,1,18
0.992,0.074,244.35,4.8,0,0,0
1.252,0.074,232.56,5.4,0,1,17
0.940,0.292,237.71,4.2,0,0,12
0.338,0.112,240.61,1.4,0,1,1
0.322,0.144,245.75,1.4,0,0,0
0.456,0.340,242.49,2.2,0,1,0
0.478,0.058,241.74,2.0,1,0,1
0.276,0.050,243.74,1.2,0,0,0
0.082,0.000,241.12,0.2,0,0,0
0.352,0.128,243.45,1.4,0,0,1
2.394,0.102,237.92,10.0,0,0,18
0.254,0.000,239.17,1.0,0,0,0
1.294,0.064,239.75,5.4,0,1,18
1.384,0.000,239.01,5.8,0,0,1
0.862,0.158,234.10,3.8,0,1,0
1.638,0.160,236.31,7.0,0,0,0
1.734,0.128,232.26,7.8,0,26,0
2.840,0.000,239.99,11.8,0,0,17
1.934,0.228,246.69,7.8,0,1,19
4.398,0.540,237.46,18.8,39,0,17
3.788,0.112,234.92,16.2,0,28,17
3.176,0.242,240.18,13.4,0,36,0
0.394,0.264,241.32,2.0,0,1,0
1.576,0.138,240.51,6.6,0,2,18
0.292,0.062,235.74,1.2,0,1,0
0.300,0.256,239.39,1.6,0,0,0
0.698,0.050,240.15,3.0,0,0,1
1.496,0.000,246.21,6.0,0,0,19
0.402,0.214,243.44,1.8,0,0,1
4.250,0.276,236.13,18.2,0,1,18
0.316,0.000,241.03,1.4,0,0,0
0.318,0.208,239.31,1.6,0,0,0
0.272,0.000,241.76,1.2,0,0,0
0.154,0.000,241.44,0.6,0,0,1
0.236,0.000,246.59,1.0,0,0,0
0.626,0.094,239.90,2.6,0,0,1
0.126,0.000,242.70,0.6,0,0,0
3.106,0.132,241.89,13.0,0,22,18
0.276,0.000,245.88,1.2,0,0,0
0.570,0.048,242.26,2.2,0,0,1
0.272,0.196,241.15,1.4,0,1,0
2.250,0.092,237.69,9.4,0,0,18
0.298,0.106,239.99,1.2,0,0,0
0.080,0.000,240.34,0.2,0,0,1
1.878,0.046,233.65,8.4,0,0,18
10.290,0.302,230.90,44.6,35,66,17
0.316,0.098,243.95,1.4,0,0,1
2.846,0.310,238.61,12.2,33,1,5
3.160,0.056,236.90,13.2,0,2,18
4.216,0.086,237.73,17.8,43,1,7
1.414,0.400,239.09,6.8,0,0,0
1.340,0.056,238.75,5.6,0,0,18
0.406,0.182,247.27,1.8,0,0,0
1.632,0.164,242.34,6.6,0,0,19
0.600,0.100,241.00,2.6,0,0,1
1.438,0.086,244.28,5.8,0,0,19
0.154,0.000,241.14,0.6,0,0,1
1.218,0.068,238.83,5.0,0,0,0
0.222,0.132,242.38,1.0,0,0,0
0.268,0.000,242.76,1.2,0,0,0
0.412,0.182,238.28,1.8,0,1,0
1.634,0.396,240.03,7.0,0,0,18
0.154,0.000,239.35,0.6,0,0,0
2.308,0.400,241.63,9.6,0,1,12
0.104,0.000,240.67,0.4,0,0,0
1.104,0.000,240.52,4.6,0,0,0
2.488,0.000,242.32,10.2,0,0,18
1.480,0.112,249.02,5.8,0,1,20
2.568,0.132,241.97,10.6,0,5,0
0.262,0.048,249.07,1.2,0,0,0
1.694,0.220,239.93,7.0,0,1,18
1.344,0.238,237.49,5.6,0,0,12
0.346,0.000,241.38,1.6,0,0,0
0.378,0.216,242.09,1.8,0,2,0
0.222,0.000,242.21,1.0,0,1,0
1.524,0.000,239.34,6.4,0,0,17
1.308,0.076,234.54,5.6,0,0,0
1.510,0.094,237.32,6.2,0,1,0
0.310,0.122,240.86,1.4,0,0,0
3.498,0.000,236.72,14.6,37,0,18
0.290,0.048,244.08,1.2,0,0,0
1.906,0.000,239.91,7.8,0,0,18
1.446,0.194,239.38,6.0,0,2,18
0.230,0.000,244.76,1.0,0,0,0
0.338,0.228,242.67,1.6,0,0,0
0.590,0.118,242.92,2.4,0,0,1
0.276,0.068,238.34,1.2,0,0,0
0.348,0.132,245.43,1.4,0,0,1
0.204,0.048,238.14,0.8,0,0,0
2.110,0.000,237.23,8.8,0,0,1
3.668,0.496,234.60,15.6,37,1,0
0.382,0.216,241.89,1.8,0,0,1
0.214,0.132,240.50,1.0,0,0,0
1.750,0.184,240.68,7.2,0,0,18
0.158,0.000,244.35,0.6,0,0,1
0.582,0.064,242.39,2.8,0,0,0
2.114,0.248,239.33,9.2,0,0,18
3.174,0.000,238.20,13.4,0,33,17
0.396,0.106,241.54,1.8,0,0,0
0.318,0.130,247.37,1.6,0,0,0
2.158,0.486,238.37,9.2,0,1,30
0.480,0.126,240.46,2.0,0,0,1
0.654,0.070,239.60,2.6,0,0,0
1.826,0.210,242.02,7.6,0,0,19
0.510,0.224,245.63,2.2,0,1,1
1.352,0.000,245.03,5.4,0,0,19
0.326,0.132,243.06,1.4,0,0,0
1.306,0.000,243.97,5.2,0,0,0
3.878,0.254,237.94,16.2,2,39,17
0.408,0.154,242.51,1.8,0,0,1
0.138,0.000,242.49,0.6,0,0,1
1.430,0.106,242.85,5.8,0,0,18
0.372,0.150,241.04,1.6,0,0,0
1.464,0.226,238.94,6.2,0,1,18
0.210,0.000,246.26,0.8,0,0,0
2.598,0.066,241.53,10.8,0,0,0
0.594,0.000,245.83,2.4,0,0,0
0.232,0.000,243.37,1.0,0,0,1
0.350,0.000,241.76,1.4,0,0,1
1.532,0.074,240.38,6.2,0,0,0
0.694,0.056,242.17,3.0,0,0,0
0.296,0.052,251.40,1.2,0,0,0
1.676,0.094,242.87,6.8,0,1,18
0.410,0.370,245.33,2.2,0,1,1
0.362,0.110,239.90,1.6,0,0,1
0.900,0.060,244.54,3.6,0,0,0
1.532,0.176,239.70,6.4,0,2,18
0.322,0.144,241.93,1.4,0,0,0
0.310,0.000,241.55,1.4,0,0,1
0.242,0.112,242.92,1.0,0,2,1
0.368,0.088,242.74,1.6,0,2,0
2.918,0.000,240.52,12.6,0,25,17
0.168,0.000,241.27,0.6,0,0,1
2.440,0.068,243.97,10.0,0,0,19
1.414,0.070,240.78,5.8,0,0,18
2.790,0.062,237.86,11.8,0,0,18
0.430,0.244,246.54,2.0,0,0,1
0.228,0.000,245.74,1.0,0,0,0
1.920,0.066,237.52,8.0,0,0,0
0.156,0.000,243.07,0.8,0,0,0
2.834,0.172,238.76,11.8,0,0,18
1.418,0.118,243.68,5.8,0,0,18
0.302,0.160,245.13,1.4,0,2,0
0.290,0.120,243.98,1.4,0,2,1
0.104,0.000,241.87,0.4,0,0,0
3.048,0.440,236.40,13.0,0,0,1
0.526,0.116,243.87,2.2,0,0,1
1.636,0.074,242.40,6.6,0,1,19
2.818,0.250,242.86,11.8,0,24,18
1.454,0.198,241.65,6.0,0,0,19
3.602,0.192,243.33,15.0,0,35,18
1.178,0.000,235.60,5.0,0,1,0
0.216,0.122,239.54,1.0,0,0,0
0.244,0.000,237.55,1.0,0,0,0
2.598,0.000,240.56,10.8,0,0,0
1.414,0.088,242.22,5.8,0,2,19
1.790,0.296,242.69,7.4,0,0,18
1.340,0.096,240.72,5.6,0,0,18
0.260,0.082,234.05,1.2,0,0,0
1.486,0.000,245.44,6.0,0,0,19
1.696,0.072,241.89,7.0,0,0,19
0.232,0.114,237.94,1.0,0,0,0
0.932,0.330,240.69,4.2,0,0,11
0.826,0.000,241.91,5.2,0,0,0
2.572,0.000,237.35,10.8,0,36,1
0.308,0.190,238.88,1.4,0,2,1
3.072,0.556,235.55,13.4,0,22,18
0.406,0.046,243.15,2.0,0,0,0
0.358,0.290,239.08,2.0,0,1,0
2.670,0.176,237.19,11.2,1,0,17
0.210,0.074,243.40,1.0,0,0,0
2.990,0.126,238.65,12.8,0,28,18
0.626,0.358,239.11,3.0,0,0,1
0.314,0.140,245.42,1.4,0,0,0
0.484,0.332,241.68,2.4,0,1,1
2.516,0.072,238.94,10.4,37,0,1
0.256,0.112,240.61,1.2,0,0,1
0.300,0.068,245.18,1.2,0,2,0
0.220,0.048,246.55,1.0,0,0,0
0.234,0.000,246.23,1.0,0,0,0
2.696,0.106,240.92,11.2,0,0,17
2.680,0.070,234.14,11.4,0,1,17
0.220,0.126,239.74,1.0,0,0,0
1.454,0.086,241.50,6.0,0,0,18
0.252,0.000,244.23,1.0,0,0,0
1.376,0.000,243.30,5.6,2,0,18
0.208,0.050,243.24,0.8,0,0,0
0.976,0.424,237.67,4.4,0,1,12
0.220,0.000,242.96,1.0,0,0,0
0.262,0.050,242.61,1.2,0,0,0
0.432,0.000,241.49,1.8,0,0,0
0.518,0.112,240.59,2.2,0,0,1
5.900,0.000,233.49,25.2,36,0,17
0.288,0.000,242.94,1.6,0,0,3
1.424,0.092,245.43,5.8,0,1,19
2.712,0.276,236.99,11.6,0,0,0
0.784,0.248,238.46,3.4,0,1,1
1.592,0.088,234.26,6.8,0,0,17
1.628,0.062,232.77,7.0,0,2,17
0.264,0.000,244.02,1.0,0,0,1
0.340,0.206,239.31,1.6,0,1,1
0.328,0.240,240.12,1.6,1,0,0
2.082,0.080,240.69,8.6,0,0,18
0.340,0.112,241.16,1.4,0,0,0
0.526,0.108,240.69,2.2,0,1,1
0.958,0.308,245.11,4.0,0,2,1
0.752,0.174,241.56,3.2,0,1,1
1.272,0.090,238.86,5.2,0,0,18
0.258,0.000,244.50,1.0,0,0,0
0.406,0.140,245.48,1.6,0,0,1
0.294,0.058,238.73,1.2,0,0,0
1.704,0.050,237.49,7.2,0,0,17
0.424,0.232,239.72,2.0,0,1,0
2.646,0.000,240.41,11.0,0,0,18
1.840,0.156,232.45,7.8,1,1,16
0.286,0.230,240.47,1.4,0,0,0
2.078,0.060,239.56,8.6,0,0,19
0.240,0.000,244.15,1.0,0,0,1
2.414,0.210,240.68,10.0,0,1,18
3.468,0.000,241.87,14.2,0,0,18
0.230,0.000,244.12,1.0,0,0,0
0.384,0.202,243.35,1.8,0,2,0
0.296,0.054,240.83,1.2,0,0,0
0.534,0.068,246.14,2.2,0,0,0
1.474,0.082,245.62,6.0,0,0,18
0.228,0.114,241.45,1.0,0,1,0
1.238,0.000,240.88,5.0,0,0,18
1.344,0.076,236.84,5.6,0,0,18
0.328,0.242,243.11,1.6,0,1,0
0.346,0.244,239.57,1.8,0,2,0
0.370,0.198,239.79,1.8,0,2,0
0.284,0.234,241.13,1.4,0,0,0
0.376,0.124,240.61,1.8,0,0,1
0.486,0.092,241.18,2.2,0,0,0
0.680,0.146,240.89,3.0,0,0,0
0.406,0.240,239.76,2.0,0,2,1
0.348,0.140,246.93,1.4,0,0,0
0.348,0.110,241.03,1.4,0,1,0
0.192,0.000,239.01,0.8,0,0,1
2.926,0.154,241.64,12.0,0,0,18
1.422,0.060,242.38,5.8,0,0,18
0.446,0.232,247.25,2.0,0,0,1
1.058,0.000,240.43,4.4,0,0,0
3.020,0.186,238.98,12.8,0,0,18
0.322,0.124,242.37,1.4,0,0,0
0.138,0.000,241.72,0.6,0,0,0
0.434,0.144,239.75,1.8,0,0,0
0.460,0.000,242.40,2.0,0,0,0
0.238,0.000,238.84,1.0,0,0,0
1.344,0.182,240.93,5.6,0,1,19
1.464,0.144,241.17,6.0,0,0,19
1.988,0.118,238.87,8.2,0,0,18
0.228,0.000,244.28,0.8,0,0,1
0.654,0.214,237.71,2.8,0,0,0
0.170,0.000,241.70,0.8,0,0,1
2.346,0.000,242.64,9.6,0,0,0
0.648,0.132,242.25,2.6,0,1,1
0.362,0.086,245.32,1.4,0,1,1
0.454,0.410,243.96,2.4,0,0,1
0.330,0.126,249.70,1.4,0,1,1
1.276,0.000,241.96,5.2,0,0,0
0.424,0.090,238.47,2.0,0,0,0
2.388,0.380,245.64,10.4,0,17,19
3.428,0.174,234.73,14.6,43,0,0
1.228,0.062,237.37,5.2,0,0,17
1.310,0.116,241.09,5.4,0,2,19
0.546,0.096,240.44,2.4,0,1,0
0.730,0.188,241.52,3.0,0,0,1
0.950,0.190,241.37,4.2,0,0,7
1.530,0.048,241.10,6.2,0,0,17
0.242,0.000,243.52,1.0,0,0,1
2.594,0.374,234.57,11.0,37,1,0
1.558,0.138,241.06,6.4,0,2,18
0.562,0.142,241.88,2.4,0,1,1
1.082,0.308,241.27,4.6,0,0,12
0.318,0.074,239.47,1.4,0,0,1
0.622,0.000,243.13,2.6,0,0,1
1.918,0.106,239.36,8.0,0,1,18
0.308,0.100,234.46,1.4,0,0,1
0.188,0.000,242.25,1.0,0,0,1
0.158,0.138,240.18,0.8,0,2,1
0.526,0.064,243.98,2.2,0,0,0
0.506,0.208,242.20,2.4,0,1,0
0.304,0.200,241.68,1.6,0,1,1
1.804,0.074,242.21,7.4,0,1,0
0.258,0.000,241.51,1.2,0,0,1
0.126,0.000,236.73,0.6,0,0,0
0.434,0.340,242.26,2.2,0,1,0
0.284,0.000,248.15,1.2,0,0,1
1.530,0.000,240.68,6.2,0,0,18
0.388,0.046,244.54,1.6,0,0,0
1.046,0.228,239.49,4.4,0,0,0
1.970,0.082,244.88,8.0,0,0,18
0.296,0.060,242.13,1.2,0,0,0
0.174,0.000,241.02,0.8,0,0,1
1.516,0.300,244.28,6.2,0,1,1
2.612,0.106,244.23,10.6,39,1,1
2.624,0.230,237.14,11.0,0,1,17
0.530,0.206,238.05,2.6,0,0,0
0.614,0.108,244.87,2.8,0,0,0
0.100,0.000,242.95,0.4,0,0,0
0.246,0.124,240.49,1.0,0,0,1
2.684,0.000,236.01,11.4,0,0,18
2.466,0.118,236.88,10.4,0,0,0
0.318,0.100,237.96,1.4,0,0,0
0.344,0.130,240.11,1.4,0,0,0
0.264,0.212,242.49,1.4,0,0,0
0.266,0.114,239.96,1.2,0,0,1
1.554,0.160,230.09,6.8,0,1,17
2.220,0.000,238.05,9.2,0,0,18
2.008,0.084,238.22,8.8,0,0,1
1.472,0.060,245.42,6.0,0,0,19
0.324,0.128,242.45,1.4,0,0,0
