Date,Start_Hour,End_Hour,Source,Production
2/26/2023,17,18,Wind,18051
1/7/2023,5,6,Wind,10262
6/3/2020,23,0,Wind,3683
10/11/2024,17,18,Solar,3556
9/26/2020,9,10,Wind,11246
6/11/2020,22,23,Wind,3909
1/28/2020,10,11,Wind,12987
1/21/2025,0,1,Wind,1210
2/7/2023,11,12,Wind,9517
8/17/2024,22,23,Wind,2408
4/7/2020,19,20,Wind,1971
11/18/2021,8,9,Wind,1817
10/19/2020,18,19,Wind,6659
10/13/2025,17,18,Wind,9362
1/18/2024,8,9,Wind,7755
12/9/2020,3,4,Wind,2518
5/18/2022,11,12,Solar,5814
11/26/2021,14,15,Wind,12653
4/21/2022,4,5,Wind,3354
11/16/2021,17,18,Wind,997
3/3/2025,2,3,Wind,3177
11/15/2021,22,23,Wind,1190
1/28/2024,22,23,Wind,9203
11/24/2020,15,16,Wind,3478
12/28/2020,10,11,Wind,8666
5/26/2021,17,18,Wind,8501
3/20/2023,12,13,Solar,8613
9/29/2023,0,1,Wind,6503
5/28/2024,12,13,Wind,12992
5/7/2023,4,5,Wind,1644
3/7/2020,13,14,Wind,5851
8/21/2025,18,19,Wind,9974
8/16/2023,7,8,Wind,2047
11/14/2020,17,18,Wind,9187
6/9/2024,9,10,Solar,2265
4/28/2024,14,15,Wind,7361
10/20/2025,1,2,Wind,13116
6/10/2025,22,23,Wind,1822
8/25/2022,10,11,Solar,4870
7/11/2025,13,14,Solar,13057
6/19/2020,8,9,Solar,2120
10/2/2023,1,2,Wind,2511
12/24/2024,6,7,Wind,3087
6/21/2024,18,19,Wind,8537
11/10/2024,3,4,Wind,699
6/9/2024,16,17,Solar,4699
9/16/2020,10,11,Solar,2486
4/19/2020,0,1,Wind,1476
5/22/2020,4,5,Wind,3981
1/13/2021,14,15,Wind,8363
8/26/2020,22,23,Wind,2102
1/3/2023,15,16,Wind,9035
6/1/2024,0,1,Wind,6325
12/27/2021,4,5,Wind,4859
3/10/2020,19,20,Wind,11560
1/12/2024,10,11,Wind,7101
5/13/2025,3,4,Wind,778
7/11/2023,12,13,Solar,9090
5/2/2024,22,23,Wind,10099
4/11/2024,15,16,Solar,7830
4/2/2024,3,4,Wind,12881
1/5/2020,20,21,Wind,1866
5/6/2025,2,3,Wind,10973
11/1/2024,11,12,Solar,5193
11/5/2021,11,12,Solar,4471
1/23/2022,14,15,Solar,5443
7/12/2021,6,7,Wind,2449
12/17/2021,9,10,Wind,7522
4/12/2025,10,11,Wind,9316
12/2/2022,22,23,Wind,6777
12/26/2023,15,16,Wind,4387
1/11/2024,22,23,Wind,7264
1/30/2022,8,9,Wind,1935
5/9/2021,0,1,Wind,6909
6/8/2024,8,9,Solar,3057
1/3/2022,3,4,Wind,9945
3/23/2021,2,3,Wind,2209
12/24/2020,6,7,Wind,10656
10/10/2024,19,20,Wind,3695
5/6/2023,12,13,Solar,6882
6/26/2021,4,5,Wind,185
9/17/2025,21,22,Wind,2855
4/24/2023,16,17,Wind,9691
9/6/2020,10,11,Solar,3044
9/6/2023,5,6,Wind,2295
4/17/2020,2,3,Wind,2140
3/20/2025,16,17,Wind,7679
7/16/2021,11,12,Wind,6977
3/18/2025,10,11,Wind,15177
9/25/2025,17,18,Wind,4486
2/22/2024,23,0,Wind,15643
6/20/2022,13,14,Solar,7456
6/12/2022,8,9,Solar,3007
3/9/2023,18,19,Wind,13804
5/9/2022,6,7,Wind,2226
5/5/2024,7,8,Wind,2579
12/4/2023,7,8,Wind,13712
8/4/2023,14,15,Solar,9711
4/6/2020,3,4,Wind,8031
9/15/2024,5,6,Wind,3382
4/5/2021,3,4,Wind,3346
1/27/2024,3,4,Wind,2096
3/12/2023,4,5,Wind,6830
6/8/2022,21,22,Wind,6976
2/17/2021,13,14,Wind,11476
8/16/2020,1,2,Wind,2149
7/7/2020,12,13,Solar,5078
10/31/2023,13,14,Wind,12274
2/11/2024,20,21,Wind,8630
6/12/2025,10,11,Solar,9373
10/28/2024,4,5,Wind,1027
7/11/2022,23,0,Wind,4311
12/25/2023,19,20,Wind,12990
3/27/2022,12,13,Solar,6255
2/14/2022,23,0,Wind,6512
1/29/2025,6,7,Wind,12896
3/12/2021,0,1,Wind,12379
7/5/2022,2,3,Wind,3640
8/19/2021,13,14,Solar,4835
8/5/2025,12,13,Solar,7071
8/28/2024,22,23,Wind,2348
12/27/2021,16,17,Wind,9445
9/18/2021,2,3,Wind,1168
9/23/2025,14,15,Wind,13351
3/20/2020,6,7,Wind,3577
4/27/2020,17,18,Wind,2626
3/22/2025,16,17,Wind,7212
6/12/2020,4,5,Wind,4286
9/12/2020,1,2,Wind,1147
4/18/2021,11,12,Solar,5661
7/10/2024,13,14,Solar,10399
10/7/2023,6,7,Wind,1898
12/8/2024,8,9,Wind,17304
3/17/2024,4,5,Wind,3960
9/19/2023,3,4,Wind,3900
10/21/2020,9,10,Wind,13322
9/16/2025,16,17,Wind,13968
7/8/2022,18,19,Wind,6914
8/29/2022,20,21,Wind,3839
3/7/2024,9,10,Wind,9031
6/16/2021,19,20,Wind,1787
10/21/2020,10,11,Wind,14414
1/10/2025,6,7,Wind,3643
3/27/2024,23,0,Wind,13594
1/20/2022,19,20,Wind,5272
10/23/2023,20,21,Wind,4431
11/13/2023,2,3,Wind,10550
10/24/2023,13,14,Wind,9197
9/13/2024,15,16,Solar,11435
5/8/2025,3,4,Wind,5647
6/26/2023,12,13,Solar,9710
8/17/2024,16,17,Solar,5446
3/9/2022,15,16,Wind,7922
11/29/2020,4,5,Wind,4505
5/23/2020,19,20,Wind,7295
11/4/2022,23,0,Wind,4294
6/2/2024,23,0,Wind,3481
12/16/2024,10,11,Wind,7735
2/6/2021,20,21,Wind,5019
11/9/2021,23,0,Wind,871
5/12/2022,0,1,Wind,5274
5/11/2020,18,19,Wind,11450
3/11/2021,10,11,Wind,15343
7/19/2021,17,18,Wind,7420
7/11/2020,18,19,Wind,4848
3/20/2024,20,21,Wind,1807
1/29/2025,5,6,Wind,13127
2/4/2024,3,4,Wind,6061
3/2/2025,12,13,Solar,12731
2/6/2025,2,3,Wind,3446
9/12/2024,22,23,Wind,3733
4/22/2020,0,1,Wind,4913
11/2/2020,10,11,Wind,12708
9/17/2022,17,18,Wind,8890
4/20/2025,8,9,Wind,8177
1/25/2021,16,17,Wind,4070
12/4/2020,8,9,Wind,9046
8/1/2023,15,16,Wind,16234
10/31/2022,23,0,Wind,12858
11/12/2022,12,13,Solar,5376
8/20/2023,16,17,Solar,6206
6/14/2023,21,22,Wind,3516
4/23/2022,11,12,Wind,7331
10/2/2023,18,19,Wind,4842
1/3/2024,18,19,Wind,18044
10/14/2021,8,9,Wind,2391
1/12/2020,7,8,Wind,7395
7/8/2023,18,19,Solar,4324
4/6/2025,18,19,Wind,10223
11/1/2021,4,5,Wind,8718
4/20/2023,13,14,Wind,12448
6/29/2024,23,0,Wind,3681
11/28/2022,19,20,Wind,3265
3/10/2024,4,5,Wind,2756
3/28/2021,3,4,Wind,3508
8/25/2023,1,2,Wind,2215
10/19/2021,22,23,Wind,10753
9/2/2024,9,10,Solar,4316
5/23/2023,7,8,Wind,6042
5/3/2020,4,5,Wind,1977
5/9/2024,4,5,Wind,3813
5/17/2024,8,9,Solar,3361
2/12/2023,6,7,Wind,2940
7/29/2025,16,17,Solar,10808
9/29/2021,23,0,Wind,2764
7/4/2020,20,21,Wind,7973
12/27/2022,20,21,Wind,9837
11/12/2024,5,6,Wind,9736
9/6/2022,22,23,Wind,2980
11/26/2025,11,12,Solar,6772
5/20/2020,13,14,Solar,5433
8/30/2025,5,6,Wind,4447
4/14/2024,17,18,Solar,5047
9/30/2021,16,17,Wind,6986
8/25/2024,2,3,Wind,6839
3/23/2024,17,18,Wind,15588
3/7/2022,14,15,Wind,10522
8/29/2021,13,14,Solar,7380
5/3/2020,16,17,Solar,4316
3/4/2025,6,7,Wind,2904
8/19/2022,19,20,Wind,4511
11/5/2024,21,22,Wind,91
11/26/2020,13,14,Solar,3501
11/22/2023,20,21,Wind,4282
3/30/2021,6,7,Wind,2984
9/25/2025,7,8,Wind,3047
8/31/2022,10,11,Solar,4337
1/15/2024,8,9,Wind,3779
8/19/2022,6,7,Wind,2570
7/17/2022,11,12,Solar,8145
2/14/2022,8,9,Wind,11199
12/7/2020,0,1,Wind,1051
1/3/2025,20,21,Wind,3705
10/10/2024,6,7,Wind,8274
7/13/2024,19,20,Solar,2289
10/13/2021,10,11,Solar,4051
2/19/2021,7,8,Wind,5554
3/8/2025,20,21,Wind,12639
11/3/2020,22,23,Wind,3571
6/6/2024,22,23,Wind,2561
9/30/2024,16,17,Wind,11102
4/11/2020,2,3,Wind,3011
6/29/2022,8,9,Solar,2385
6/15/2021,8,9,Solar,2124
8/14/2022,2,3,Wind,4666
5/5/2022,3,4,Wind,2050
8/7/2022,20,21,Wind,6195
8/31/2024,16,17,Solar,7347
6/23/2022,18,19,Wind,3896
8/10/2025,7,8,Wind,3182
6/7/2020,6,7,Wind,2147
1/1/2021,4,5,Wind,998
1/25/2021,2,3,Wind,6191
8/20/2022,23,0,Wind,981
3/8/2021,22,23,Wind,2943
10/11/2023,23,0,Wind,7262
12/31/2020,1,2,Wind,5746
3/31/2021,9,10,Wind,3600
8/23/2020,13,14,Wind,8729
12/1/2021,21,22,Wind,5719
1/11/2024,14,15,Wind,8407
4/19/2022,21,22,Wind,4160
7/30/2023,22,23,Wind,5928
5/20/2025,18,19,Wind,8914
6/13/2025,17,18,Solar,8341
4/30/2025,12,13,Solar,5410
7/6/2022,14,15,Solar,7868
6/7/2020,10,11,Solar,3437
2/19/2021,16,17,Wind,6776
5/11/2024,0,1,Wind,6497
7/7/2021,12,13,Solar,5172
7/20/2020,14,15,Solar,5919
2/24/2025,16,17,Wind,9544
4/15/2020,20,21,Wind,3450
6/2/2023,6,7,Wind,7517
1/19/2023,2,3,Wind,3478
11/16/2021,19,20,Wind,1157
7/1/2025,4,5,Wind,1055
2/21/2023,9,10,Wind,3045
8/9/2024,7,8,Wind,5677
3/25/2020,9,10,Wind,4738
9/19/2024,15,16,Wind,15959
8/24/2025,21,22,Wind,3236
3/4/2022,18,19,Wind,3151
7/21/2023,21,22,Wind,3094
7/4/2025,18,19,Solar,5949
1/3/2024,7,8,Wind,17121
9/14/2025,18,19,Wind,13786
6/30/2024,2,3,Wind,3727
12/19/2023,16,17,Wind,12111
3/26/2022,13,14,Wind,13203
2/9/2021,5,6,Wind,1784
2/5/2025,3,4,Wind,2214
5/31/2025,5,6,Wind,1059
10/31/2021,7,8,Wind,10139
4/27/2025,14,15,Solar,4067
2/13/2022,21,22,Wind,15035
6/23/2024,5,6,Wind,2326
4/21/2025,11,12,Solar,8025
3/16/2021,5,6,Wind,3210
4/29/2023,2,3,Wind,1638
12/23/2022,20,21,Wind,12401
1/30/2021,16,17,Wind,6987
7/30/2020,1,2,Wind,2163
5/5/2021,18,19,Wind,8828
2/4/2021,23,0,Wind,3467
1/19/2021,9,10,Wind,11722
7/21/2023,23,0,Wind,3035
6/8/2023,4,5,Wind,4806
5/14/2023,21,22,Wind,3817
6/19/2025,6,7,Wind,4893
5/18/2023,10,11,Solar,7144
2/15/2025,7,8,Wind,5705
11/20/2024,12,13,Wind,9330
9/22/2020,15,16,Solar,2638
12/15/2024,17,18,Wind,8504
11/20/2024,8,9,Wind,5746
6/14/2023,0,1,Wind,4779
3/11/2022,17,18,Wind,11304
4/28/2023,18,19,Wind,6113
4/1/2024,14,15,Wind,9631
9/13/2023,14,15,Solar,5717
5/29/2021,10,11,Solar,4347
4/1/2024,19,20,Wind,9379
12/3/2021,2,3,Wind,2724
11/9/2023,18,19,Wind,13237
1/13/2023,7,8,Wind,14510
1/22/2023,8,9,Wind,5974
4/13/2020,7,8,Wind,5354
6/29/2022,3,4,Wind,1211
4/29/2020,20,21,Wind,6006
10/5/2021,14,15,Wind,12713
8/27/2025,8,9,Wind,3210
6/23/2023,4,5,Wind,1872
5/4/2021,4,5,Wind,13020
5/3/2021,3,4,Wind,632
9/10/2023,2,3,Wind,3759
7/22/2024,10,11,Solar,7974
6/20/2020,20,21,Wind,1472
9/1/2024,1,2,Wind,4179
8/7/2023,15,16,Solar,9917
8/9/2022,19,20,Wind,7289
5/11/2021,0,1,Wind,2157
2/5/2021,23,0,Wind,2434
11/23/2024,14,15,Wind,19392
2/4/2025,18,19,Wind,3899
12/24/2020,0,1,Wind,11579
6/19/2023,11,12,Solar,5286
2/24/2024,6,7,Wind,7785
11/20/2023,20,21,Wind,8192
10/26/2021,10,11,Wind,3866
9/3/2021,18,19,Solar,1713
8/21/2022,2,3,Wind,603
5/17/2024,22,23,Wind,897
3/5/2024,20,21,Wind,3263
5/24/2023,7,8,Wind,5947
9/13/2020,12,13,Solar,3974
10/7/2021,2,3,Wind,1888
10/26/2025,3,4,Wind,9730
11/13/2024,19,20,Wind,5232
3/5/2025,0,1,Wind,2433
3/17/2022,0,1,Wind,5222
11/3/2022,8,9,Wind,10595
4/22/2023,18,19,Wind,6589
9/6/2024,15,16,Solar,6409
8/23/2021,17,18,Wind,7555
2/6/2020,14,15,Solar,4784
10/24/2020,21,22,Wind,11731
4/6/2021,9,10,Wind,4798
11/12/2020,3,4,Wind,7385
4/22/2021,5,6,Wind,5855
6/18/2021,22,23,Wind,3480
12/6/2022,21,22,Wind,2155
11/17/2021,4,5,Wind,1951
10/18/2025,10,11,Solar,8416
4/15/2020,2,3,Wind,6207
2/17/2020,22,23,Wind,10239
3/16/2025,4,5,Wind,8436
5/9/2021,3,4,Wind,7771
8/12/2020,8,9,Wind,2236
10/13/2021,22,23,Wind,2205
9/11/2024,21,22,Wind,5700
11/7/2024,8,9,Wind,2657
3/31/2020,23,0,Wind,7111
10/18/2023,9,10,Wind,11888
12/30/2021,5,6,Wind,8676
6/5/2021,9,10,Solar,4441
2/18/2024,14,15,Wind,13623
8/7/2020,11,12,Solar,3922
2/12/2024,22,23,Wind,3745
3/9/2024,4,5,Wind,11240
9/5/2022,8,9,Wind,3208
10/14/2020,3,4,Wind,1902
10/12/2023,13,14,Solar,9093
12/20/2023,0,1,Wind,9136
11/28/2021,22,23,Wind,5114
8/29/2024,3,4,Wind,2495
4/22/2023,9,10,Wind,6597
10/2/2024,14,15,Solar,5400
5/25/2023,11,12,Wind,14511
1/21/2024,17,18,Wind,14481
5/21/2020,0,1,Wind,2748
3/4/2023,18,19,Wind,3131
3/21/2022,9,10,Wind,5460
1/2/2023,10,11,Wind,5987
1/20/2023,20,21,Wind,5467
7/22/2023,7,8,Wind,2381
11/17/2025,9,10,Wind,8893
1/15/2025,22,23,Wind,3441
10/15/2023,18,19,Wind,3213
7/5/2024,15,16,Solar,11741
8/15/2024,17,18,Solar,8514
10/1/2021,13,14,Wind,9911
1/21/2022,4,5,Wind,4963
12/19/2022,7,8,Wind,13202
8/13/2025,5,6,Wind,1029
12/22/2021,9,10,Wind,3623
5/26/2025,17,18,Wind,10107
3/19/2024,21,22,Wind,1227
1/17/2022,1,2,Wind,1358
10/15/2023,19,20,Wind,3573
2/16/2025,12,13,Solar,8762
10/7/2022,2,3,Wind,1154
9/15/2021,4,5,Wind,1977
3/6/2025,22,23,Wind,10880
12/9/2021,15,16,Wind,5400
1/2/2023,0,1,Wind,11969
4/17/2021,23,0,Wind,5520
7/30/2021,2,3,Wind,1817
8/24/2020,19,20,Wind,1914
5/15/2020,3,4,Wind,7329
11/24/2023,16,17,Wind,11600
9/6/2023,22,23,Wind,3137
11/3/2025,16,17,Wind,8685
10/27/2025,16,17,Wind,15610
6/28/2025,0,1,Wind,1627
6/10/2025,3,4,Wind,1674
5/31/2022,2,3,Wind,1818
10/14/2020,14,15,Wind,7046
8/14/2023,7,8,Wind,2587
7/23/2020,4,5,Wind,1527
4/16/2022,12,13,Solar,10869
4/16/2025,18,19,Wind,4853
6/5/2021,0,1,Wind,2191
4/24/2020,22,23,Wind,2176
11/23/2023,12,13,Wind,7931
11/10/2023,4,5,Wind,12591
9/24/2024,9,10,Wind,8855
2/22/2025,15,16,Wind,10495
5/5/2025,5,6,Wind,9828
3/5/2025,10,11,Solar,8585
6/28/2024,4,5,Wind,3214
10/16/2020,11,12,Wind,4358
1/6/2023,5,6,Wind,7744
9/5/2022,5,6,Wind,2599
11/25/2022,12,13,Wind,6116
12/14/2020,0,1,Wind,9700
12/23/2023,9,10,Wind,14222
10/4/2022,19,20,Wind,937
8/26/2020,7,8,Wind,8615
10/7/2023,2,3,Wind,1790
1/26/2020,9,10,Wind,3118
1/5/2022,20,21,Wind,4018
11/26/2025,20,21,Wind,2920
6/15/2022,22,23,Wind,2879
9/26/2021,1,2,Wind,2233
7/28/2023,21,22,Wind,3768
6/4/2022,8,9,Wind,3189
1/10/2020,10,11,Wind,6407
9/30/2024,4,5,Wind,12240
10/1/2024,5,6,Wind,7834
11/18/2025,21,22,Wind,8784
4/3/2024,23,0,Wind,11683
10/31/2025,2,3,Wind,10049
2/22/2025,2,3,Wind,10894
7/27/2023,14,15,Wind,16122
9/17/2024,18,19,Wind,13680
12/6/2021,10,11,Wind,3931
11/25/2023,2,3,Wind,8586
2/26/2021,10,11,Wind,3948
7/3/2020,23,0,Wind,2522
3/19/2024,1,2,Wind,1178
11/12/2021,12,13,Solar,4637
9/20/2023,16,17,Wind,14551
1/23/2022,16,17,Wind,3865
9/30/2024,12,13,Wind,20041
11/11/2020,22,23,Wind,7638
1/17/2021,4,5,Wind,5008
11/26/2020,6,7,Wind,2436
9/14/2023,5,6,Wind,710
12/17/2020,7,8,Wind,5368
11/10/2022,17,18,Wind,3142
7/2/2022,22,23,Wind,1832
3/17/2023,9,10,Wind,9108
3/29/2023,12,13,Solar,9902
6/27/2025,11,12,Solar,9500
2/9/2025,5,6,Wind,3088
9/18/2020,14,15,Wind,6021
11/18/2024,7,8,Wind,9481
4/19/2022,11,12,Solar,4623
11/27/2020,10,11,Wind,2632
11/16/2020,11,12,Wind,9214
2/12/2020,2,3,Wind,9274
7/15/2021,0,1,Wind,7907
11/27/2025,4,5,Wind,6967
8/5/2024,14,15,Solar,8671
5/16/2021,20,21,Wind,9142
2/24/2021,21,22,Wind,6699
3/5/2020,6,7,Wind,5871
6/3/2024,1,2,Wind,3047
2/6/2025,7,8,Wind,5595
9/2/2023,2,3,Wind,2089
11/14/2022,16,17,Wind,4420
1/31/2020,9,10,Wind,6229
6/13/2021,7,8,Wind,2420
8/14/2024,19,20,Wind,3688
5/25/2024,18,19,Solar,3720
12/27/2020,22,23,Wind,7389
4/1/2020,13,14,Solar,5326
1/18/2023,18,19,Wind,5216
3/13/2021,23,0,Wind,11499
7/25/2024,9,10,Solar,4811
12/25/2024,11,12,Solar,3467
6/23/2023,6,7,Wind,1435
4/22/2022,14,15,Solar,8327
3/16/2020,14,15,Wind,3423
6/6/2022,1,2,Wind,2710
12/11/2021,0,1,Wind,10034
10/12/2021,8,9,Wind,2616
4/8/2025,11,12,Solar,9010
7/30/2025,11,12,Solar,7443
12/19/2020,8,9,Wind,11340
7/6/2023,13,14,Solar,7124
6/13/2021,15,16,Solar,4905
7/11/2020,10,11,Solar,4169
9/4/2020,18,19,Solar,2508
8/18/2020,21,22,Wind,697
6/23/2024,19,20,Solar,3387
12/18/2020,5,6,Wind,5793
10/4/2025,6,7,Wind,17093
3/12/2024,22,23,Wind,8894
10/21/2024,9,10,Wind,5133
3/11/2025,22,23,Wind,4647
8/6/2021,13,14,Wind,12722
1/25/2025,15,16,Wind,5523
3/12/2020,3,4,Wind,10434
12/28/2021,1,2,Wind,12227
6/8/2023,7,8,Wind,4772
10/3/2024,11,12,Wind,11198
1/18/2023,19,20,Wind,5226
6/6/2022,4,5,Wind,1864
12/8/2021,18,19,Wind,5364
3/15/2020,1,2,Wind,3727
3/18/2022,12,13,Wind,14015
3/11/2022,20,21,Wind,10416
2/6/2025,16,17,Wind,12071
4/23/2022,0,1,Wind,5823
2/13/2023,14,15,Solar,6344
12/26/2023,20,21,Wind,2721
8/24/2020,0,1,Wind,2460
10/29/2020,13,14,Wind,8549
5/24/2022,23,0,Wind,1737
10/21/2024,8,9,Wind,4204
4/16/2022,18,19,Wind,8184
5/16/2022,19,20,Solar,1701
5/19/2024,23,0,Wind,1146
10/9/2022,17,18,Solar,3480
5/19/2022,10,11,Wind,7130
7/1/2022,7,8,Wind,2336
5/9/2023,8,9,Wind,4052
2/3/2022,16,17,Wind,2472
6/6/2021,14,15,Solar,5111
9/20/2021,4,5,Wind,1552
5/8/2024,19,20,Wind,4590
5/31/2020,17,18,Wind,6587
3/27/2022,22,23,Wind,2412
9/12/2022,18,19,Wind,2581
8/18/2024,11,12,Solar,8765
5/4/2020,15,16,Solar,5337
10/23/2024,6,7,Wind,1709
2/10/2022,6,7,Wind,5360
4/8/2020,17,18,Solar,2595
9/2/2022,1,2,Wind,2750
5/22/2022,2,3,Wind,2963
1/28/2022,8,9,Wind,1216
7/12/2021,5,6,Wind,2454
11/5/2023,1,2,Wind,14785
2/12/2024,7,8,Wind,2207
6/9/2024,4,5,Wind,3499
5/3/2023,18,19,Wind,8694
2/22/2025,9,10,Wind,10315
11/23/2024,3,4,Wind,9018
4/20/2024,23,0,Wind,6161
1/14/2022,10,11,Solar,2655
12/22/2024,14,15,Wind,18534
1/1/2023,16,17,Wind,9041
7/31/2023,6,7,Wind,8004
6/19/2021,15,16,Solar,4434
6/15/2025,7,8,Wind,2381
7/13/2023,11,12,Solar,8460
11/20/2022,14,15,Wind,11679
7/29/2023,16,17,Wind,11633
6/26/2024,17,18,Solar,5746
5/27/2025,2,3,Wind,6782
5/17/2023,11,12,Solar,12591
11/5/2021,8,9,Wind,3138
9/20/2024,9,10,Wind,6343
8/2/2023,15,16,Wind,20359
5/13/2024,23,0,Wind,6358
12/25/2024,16,17,Wind,1322
9/29/2020,18,19,Wind,1250
2/4/2021,9,10,Wind,2756
1/26/2021,12,13,Wind,5374
3/2/2023,11,12,Solar,5920
8/29/2020,0,1,Wind,3168
8/28/2020,14,15,Wind,8716
5/10/2023,8,9,Wind,7126
4/24/2023,17,18,Wind,8130
4/19/2022,2,3,Wind,2920
4/23/2022,13,14,Wind,8065
9/25/2025,1,2,Wind,3175
5/17/2023,10,11,Solar,10667
3/17/2020,21,22,Wind,596
7/6/2023,12,13,Solar,6939
4/9/2020,9,10,Solar,2595
5/1/2023,12,13,Solar,7715
4/21/2023,18,19,Solar,4021
5/5/2023,22,23,Wind,1319
4/24/2020,1,2,Wind,1022
7/17/2023,12,13,Solar,9207
11/6/2020,18,19,Wind,6817
3/17/2020,9,10,Solar,1714
7/28/2020,7,8,Wind,3211
7/19/2022,6,7,Wind,5940
7/9/2020,18,19,Wind,5677
6/24/2023,7,8,Wind,3270
11/27/2021,10,11,Wind,9185
2/12/2022,14,15,Solar,7521
11/6/2021,4,5,Wind,2796
2/14/2021,15,16,Wind,9763
6/24/2024,18,19,Solar,5797
4/4/2020,9,10,Wind,3591
10/23/2022,0,1,Wind,6954
12/10/2023,20,21,Wind,15601
5/26/2023,21,22,Wind,7754
5/22/2025,20,21,Wind,5574
12/27/2021,1,2,Wind,3966
6/27/2022,6,7,Wind,1238
3/24/2022,16,17,Solar,4803
9/27/2020,18,19,Wind,8052
5/2/2022,6,7,Wind,2029
1/5/2020,9,10,Wind,2245
2/15/2021,0,1,Wind,9792
1/16/2024,1,2,Wind,2010
1/16/2025,16,17,Wind,3827
6/20/2025,14,15,Solar,11681
5/14/2023,8,9,Wind,3884
6/16/2025,9,10,Solar,6557
2/4/2021,17,18,Wind,2798
10/22/2023,3,4,Wind,8628
5/19/2024,10,11,Solar,2455
5/17/2022,9,10,Solar,4347
6/4/2022,15,16,Solar,5828
2/22/2025,5,6,Wind,10238
12/7/2021,14,15,Wind,12122
9/6/2024,17,18,Solar,4893
7/12/2022,6,7,Wind,2572
11/15/2024,14,15,Solar,4951
3/22/2020,13,14,Wind,10827
9/30/2023,7,8,Wind,889
8/15/2025,1,2,Wind,4242
1/7/2023,14,15,Wind,15880
2/28/2024,2,3,Wind,3703
4/15/2023,17,18,Wind,13143
4/1/2021,15,16,Solar,6405
9/22/2025,12,13,Wind,15222
3/29/2023,2,3,Wind,4865
2/7/2021,8,9,Wind,4598
8/3/2022,18,19,Solar,3379
3/11/2022,16,17,Wind,12628
9/22/2021,20,21,Wind,1945
7/24/2024,6,7,Wind,1089
4/2/2025,18,19,Wind,15030
8/1/2024,0,1,Wind,1649
2/15/2020,9,10,Wind,8611
12/28/2020,16,17,Wind,9395
6/30/2023,13,14,Solar,8565
5/31/2022,0,1,Wind,2131
6/21/2024,6,7,Wind,1717
8/5/2021,17,18,Wind,9475
5/13/2022,16,17,Solar,6107
12/19/2022,11,12,Wind,14450
4/21/2024,7,8,Wind,5871
11/2/2023,0,1,Wind,17146
11/4/2023,13,14,Wind,18105
11/29/2020,16,17,Wind,2659
1/4/2021,7,8,Wind,1589
12/23/2020,22,23,Wind,12177
12/28/2024,23,0,Wind,638
5/28/2020,17,18,Wind,6840
4/12/2020,0,1,Wind,978
12/15/2020,21,22,Wind,4427
3/21/2022,18,19,Wind,3512
12/31/2022,19,20,Wind,16435
5/31/2021,15,16,Solar,7096
11/13/2024,4,5,Wind,6882
4/9/2023,12,13,Solar,7478
2/22/2021,1,2,Wind,7591
2/25/2025,4,5,Wind,3644
12/19/2021,18,19,Wind,3022
11/24/2020,23,0,Wind,6768
9/10/2021,22,23,Wind,1997
4/13/2021,1,2,Wind,1796
8/4/2022,0,1,Wind,1586
5/4/2025,18,19,Wind,12606
8/29/2020,14,15,Wind,5103
7/19/2023,8,9,Wind,4118
12/4/2023,3,4,Wind,13158
12/4/2022,4,5,Wind,3430
6/13/2024,20,21,Wind,4639
5/7/2025,1,2,Wind,8947
8/28/2023,19,20,Wind,4554
8/5/2023,20,21,Wind,14188
1/18/2025,3,4,Wind,1157
5/23/2022,0,1,Wind,3636
11/30/2025,6,7,Wind,4387
10/7/2021,16,17,Solar,4917
3/12/2020,6,7,Wind,9223
1/20/2021,15,16,Wind,14624
8/5/2024,22,23,Wind,1034
10/23/2025,3,4,Wind,12997
10/20/2020,6,7,Wind,10003
5/5/2022,12,13,Solar,5897
1/23/2020,22,23,Wind,2779
7/7/2021,13,14,Solar,5429
7/25/2020,1,2,Wind,1543
7/18/2020,1,2,Wind,1515
9/26/2021,6,7,Wind,2281
4/29/2024,1,2,Wind,2419
9/19/2021,22,23,Wind,2332
8/30/2022,4,5,Wind,3592
9/16/2023,13,14,Solar,8664
6/22/2022,1,2,Wind,3887
4/19/2020,19,20,Wind,4931
4/9/2024,22,23,Wind,8756
3/11/2025,17,18,Wind,5580
10/1/2024,9,10,Wind,7164
8/16/2024,19,20,Wind,3335
9/5/2024,1,2,Wind,3657
9/29/2025,11,12,Solar,7678
5/24/2020,5,6,Wind,3046
4/15/2023,10,11,Wind,10771
6/7/2023,3,4,Wind,4685
9/2/2021,17,18,Wind,5612
1/2/2023,22,23,Wind,4218
11/4/2021,16,17,Wind,3606
12/6/2024,11,12,Wind,12425
12/13/2023,4,5,Wind,9180
11/30/2024,13,14,Solar,4668
9/16/2025,6,7,Wind,9715
3/3/2023,20,21,Wind,5832
2/17/2023,3,4,Wind,7265
7/19/2024,3,4,Wind,1551
5/9/2022,10,11,Solar,4782
4/8/2022,9,10,Wind,6382
8/30/2023,19,20,Wind,5549
2/15/2023,16,17,Solar,3695
6/9/2022,16,17,Solar,8567
2/13/2020,6,7,Wind,11612
3/20/2023,16,17,Solar,5436
11/15/2023,14,15,Wind,10772
12/12/2024,22,23,Wind,3318
5/14/2021,21,22,Wind,3668
5/18/2024,9,10,Solar,3617
10/24/2020,0,1,Wind,5673
11/19/2020,11,12,Wind,10362
5/17/2023,0,1,Wind,7939
